annual_income,is_bpl,rural,household_size,age,gender,education_level,employment_status,applied_other_scheme_before,benefited_other_scheme_before,state,avg_income_per_capita,literacy_rate,poverty_rate,sc_population,sc_literacy_rate,sc_population_share_among_sc,priority_score
80167.16740091059,1,1,5,18.0,Male,Graduate,Casual Labor,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.8450355402997545
65069.58025714053,1,0,3,56.0640627960271,Male,Secondary,Casual Labor,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.9030545614980763
100274.42453925518,0,1,4,30.78056539283945,Male,Secondary,Casual Labor,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.40806057584719296
51355.83928669271,0,1,4,25.525908182493836,Female,Graduate,Self Employed,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.6864467500072103
70157.66118126892,1,1,4,49.29936481065032,Male,Graduate,Self Employed,1,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.6575186214021121
42626.71507194274,1,0,2,36.46377500604333,Male,Graduate,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6450955619699144
124642.21449531673,1,1,5,27.17796081581461,Female,None,Unemployed,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.7486117864782983
260360.83624224592,1,0,2,34.738170618551564,Male,None,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.47368660340044555
65209.627760750074,1,1,3,57.06239799366203,Male,Primary,Unemployed,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
48253.393303911296,0,1,4,30.85512437575082,Male,Primary,Salaried,1,1,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.1958796237969609
21788.823143792943,1,1,5,40.39384302232386,Male,Primary,Salaried,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.9390574280905781
57571.99324390688,0,1,1,26.94695428370364,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7269052567526937
84710.29907411573,0,0,4,36.503089934966866,Female,None,Unemployed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.8245799522714409
20000.0,0,0,4,18.0,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8346725920742591
50021.62772057911,0,1,6,39.100678889432025,Male,Secondary,Self Employed,0,1,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.0
51711.14237853337,1,1,2,35.3728153355846,Female,Graduate,Casual Labor,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6974181470154811
86353.37052955429,1,1,4,41.5895108067069,Female,Secondary,Casual Labor,0,1,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.31340608599908437
178730.93556149132,1,1,3,40.13544121387585,Female,Secondary,Casual Labor,1,1,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.6284545709462341
207228.87458847684,1,0,6,42.10249711407564,Male,Primary,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.5759719103787216
52842.30524251296,1,0,3,25.587427736110023,Male,Secondary,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8486412078323294
131871.09630427678,1,1,6,22.913067205326143,Female,Primary,Self Employed,1,1,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.21704640031700198
20000.0,0,1,6,58.549304124095485,Female,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8244954494634924
80653.4595642599,1,0,4,41.218353294895074,Female,Secondary,Casual Labor,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7734377285116302
50360.873315775214,0,1,4,58.58516988116713,Female,Secondary,Casual Labor,0,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.7436671211911985
32016.260137193054,1,1,3,35.37897803036848,Male,Graduate,Casual Labor,1,1,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.3405355703246593
63113.68526817008,0,1,4,35.9983175849751,Female,Secondary,Casual Labor,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
235831.43985148412,1,1,4,46.07523765456987,Female,Primary,Salaried,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.777970853840192
43568.60464179008,1,1,6,40.04967791103175,Female,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
116552.31159277528,1,0,8,65.46531497240866,Male,Primary,Self Employed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
56882.19502681017,0,0,4,63.88325547590823,Male,Secondary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.357671085472663
20000.0,1,1,3,18.0,Male,None,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7368327435282436
61724.46297075467,1,0,2,31.356139841616795,Male,None,Unemployed,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.6449811583843869
50043.47109893805,1,1,2,53.86079837201089,Male,Secondary,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9051880792496316
112325.23149652345,1,1,6,46.32753985771335,Female,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.7386062138819612
44288.933260860584,0,1,1,46.319044989798144,Female,None,Unemployed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.7596970761890188
86034.47182835944,1,0,8,44.62691148863484,Male,Graduate,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7670610797120448
28898.68909811211,0,0,3,30.372065313140922,Female,Graduate,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7068865885588834
63334.66601718355,1,0,3,18.0,Male,Secondary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9296698973680354
44642.94182731119,1,1,4,33.166832453026935,Female,Secondary,Unemployed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.8383420330876759
30379.6091443056,0,0,4,50.04618321635824,Female,None,Casual Labor,1,1,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.1609496546191089
95754.09617092245,0,1,4,39.92386103781317,Female,Graduate,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
49154.23241869609,1,1,7,35.63911079644271,Female,None,Casual Labor,0,0,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.6906519060373658
93188.31744376148,0,0,7,23.836051845128686,Male,Secondary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.5568534775716386
143397.54370856384,0,0,3,56.545439270942026,Female,Secondary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5893091994433756
44885.80111092857,0,1,7,48.3890912752322,Female,Primary,Casual Labor,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.8694435097706712
300000.0,0,0,2,36.62560614406585,Male,Primary,Salaried,0,1,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.0
130700.20685264646,1,1,6,24.83867530838294,Male,Secondary,Casual Labor,1,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.7454659176274925
78429.43575291031,0,0,3,29.579045594530065,Male,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.19117283313268008
39755.1695578077,1,0,5,53.39942448021788,Male,None,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7009690007215426
130223.31323180979,1,1,5,44.85789678192222,Male,Graduate,Casual Labor,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6038137092782063
49928.166803339605,0,0,1,28.611604181102752,Female,Graduate,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8366246761579009
55019.02258173313,1,0,9,32.544032433583105,Female,Secondary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7693871732125719
35142.86168859541,0,0,4,18.028133676187032,Female,Primary,Self Employed,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.5081740476238865
59362.473416011126,0,0,4,36.711069550796005,Female,Primary,Unemployed,0,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6817091663594061
44645.98598870572,0,1,4,19.722711227134127,Female,Secondary,Salaried,1,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.6909308339892918
25749.95089055223,1,1,7,32.57970525420305,Female,None,Self Employed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,1.0
29565.239703415,1,1,3,27.73135432452515,Male,Graduate,Self Employed,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.762191682076559
22026.4955875744,1,0,5,74.3315355884618,Female,Primary,Self Employed,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8717010693945118
54365.75794769819,1,1,3,18.83365646691982,Male,Primary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
157439.87074457787,1,0,6,33.342900554928114,Female,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.6977863140741475
27854.5521393667,0,0,3,29.357184277287622,Male,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7480576215095616
40001.07320414727,0,1,3,41.76672588956719,Female,Graduate,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7863312062437843
107231.91762765835,1,0,4,37.48937838903885,Male,None,Casual Labor,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.7617171674441602
20000.0,1,0,2,37.33298561001423,Female,None,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9936339884948914
62728.10978803129,0,0,7,19.496390119953986,Female,Secondary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.4943401213914592
86274.10508900508,0,1,5,21.191521402262467,Female,Graduate,Salaried,0,1,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.2573047407632865
84945.86664592053,1,1,4,36.92791593470081,Male,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7881429174640021
24287.54704307259,0,1,4,28.16478436051582,Female,Primary,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9495573519631544
78360.95293129339,1,1,5,19.372416142099837,Female,Secondary,Salaried,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7960948469583915
39515.546039079425,0,0,8,35.514016682647124,Male,Graduate,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7434632020559538
74686.37624664027,1,0,4,39.996172712403656,Female,Primary,Self Employed,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.8010996121285243
43839.1007171985,0,1,6,24.350588381865947,Male,None,Salaried,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.48040521746994813
20000.0,0,1,6,28.066993360856735,Female,Primary,Salaried,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.8796403472833577
54798.58050913462,1,1,2,43.54131008441086,Male,Primary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6812938517209083
29812.773370489995,0,1,3,31.10665414041731,Male,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8091049982378343
20000.0,1,0,3,34.013810743209795,Male,Primary,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,1.0
56547.03890500511,1,1,5,18.0,Female,None,Unemployed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.654135364017997
76219.34724601574,0,1,9,18.0,Male,Primary,Casual Labor,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.7426908723548102
194059.17416092483,0,0,6,49.61893676686917,Male,Primary,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.25462226171881136
54631.53944450751,0,1,7,44.35100525030206,Female,Graduate,Unemployed,0,0,Chhattisgarh              ,104788.0,0.703,0.3993,3274269.0,0.7076           ,0.0189,0.8033971369929992
137506.8746308279,1,1,4,48.10903579477455,Female,None,Unemployed,0,0,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.9305363391991248
145191.95784133434,1,1,4,54.2370658407002,Female,Primary,Casual Labor,1,0,Goa                       ,431351.0,0.887,0.0693,25449.0,0.8373           ,0.00015,0.8941367903038268
52364.51836196654,0,0,6,32.46981722934147,Female,Primary,Unemployed,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.6923861527275369
39693.63472043354,0,1,4,35.19098442943903,Female,Primary,Casual Labor,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.7153345931310485
117687.7727398522,1,1,2,30.211196693109063,Male,Graduate,Self Employed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7567605686509994
133736.46994854943,0,1,2,30.533627005793253,Female,Primary,Self Employed,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.5583832511926086
116935.4005418872,1,0,6,18.0,Female,Primary,Self Employed,1,0,Delhi                     ,331112.0,0.862,0.0509,2812309.0,0.7889           ,0.0162,0.4193458597839357
37843.53516594842,1,1,3,22.47582014672701,Female,Graduate,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
118929.3953985694,0,0,1,46.07396080885651,Male,Graduate,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.25633137675133916
89733.73776424989,1,1,7,40.67586926267991,Male,Secondary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7395847945781708
20000.0,1,0,3,38.08205337845119,Female,None,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8429577343264877
33335.21652812733,1,1,5,46.48334710841509,Female,Primary,Casual Labor,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.6907184133261444
39877.42238366276,1,1,8,32.165513782449615,Female,Primary,Self Employed,1,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.8014273400504638
205262.63851242742,1,1,1,41.17803701040762,Male,None,Self Employed,0,0,Jammu & Kashmir           ,102803.0,0.677,0.1035,924991.0,0.7016           ,0.0053,0.4664899817709144
64735.896600138774,1,0,6,18.0,Male,Graduate,Self Employed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7896829841152411
31769.899580533573,0,1,1,31.670082920091687,Female,Primary,Salaried,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.9387754721318313
37618.34613951755,1,1,7,38.26390096988649,Male,Primary,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
20000.0,0,1,10,28.18833400145956,Female,Secondary,Unemployed,0,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7203870784439121
44700.62217042029,1,1,3,36.24156483679682,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
166573.41056499732,0,1,3,48.707062443722705,Male,Primary,Casual Labor,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.19346645289642994
20000.0,0,1,4,32.41262443303687,Male,Primary,Casual Labor,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.9546650337968834
74154.90848085665,0,1,6,37.42135379934878,Female,Graduate,Self Employed,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.561405288266801
20000.0,0,0,7,43.04459842960932,Male,None,Casual Labor,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.7282632506965507
107544.2351412982,0,0,2,33.97677554837491,Male,Secondary,Unemployed,0,1,Karnataka                 ,221310.0,0.754,0.2091,10474992.0,0.6533           ,0.0604,0.314012377174229
188209.74335849273,1,1,3,48.350999864189745,Female,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.5940064401340915
33200.70669659401,0,1,5,44.21675410952446,Male,None,Unemployed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7071217017427118
29477.477305561923,1,1,5,37.02462024170187,Male,Primary,Self Employed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.9330129512277775
44109.58355994302,0,1,5,33.731593734668024,Female,None,Casual Labor,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7532043004496537
101370.31519815723,1,1,9,58.33399695744347,Female,Secondary,Unemployed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.6738565037785899
30690.419179585835,1,1,3,47.42926780827345,Female,Secondary,Casual Labor,0,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.9306681204151546
75718.58703031983,0,1,6,34.75011705059301,Male,Secondary,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.4117170221172509
174129.14891371207,1,0,6,27.123632384117496,Female,Primary,Casual Labor,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.5875065027087322
97552.85858648337,1,0,3,30.266996042850515,Male,None,Casual Labor,1,1,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.48098885826873233
119131.27995666074,0,1,3,20.89156507755859,Male,Primary,Salaried,0,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.4121744446687164
98757.93749389437,0,1,1,53.16110760911397,Female,Primary,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7996335141366167
58189.74276187124,0,1,5,55.61739959023213,Male,Secondary,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.3382630276001909
20000.0,1,1,6,25.15819127680531,Female,Graduate,Casual Labor,0,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.3632546609252346
35907.875279639884,0,1,5,39.14854572813775,Male,Primary,Salaried,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.9216153442726477
67445.3414876109,0,1,5,37.65453842749904,Female,Secondary,Casual Labor,0,1,Kerala                    ,194322.0,0.941,0.0705,3039573.0,0.8873           ,0.0175,0.29314751904293396
20000.0,0,1,5,37.61481441565892,Male,Graduate,Casual Labor,0,1,Assam                     ,90482.0,0.722,0.3198,2231321.0,0.7699           ,0.0129,0.2671707488571735
300000.0,1,0,4,32.798316367160794,Female,Secondary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.7322951519746377
72889.9233236984,1,1,2,44.14009991254839,Male,Primary,Self Employed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9035324607042527
20000.0,1,0,3,53.31759031181429,Male,Graduate,Self Employed,0,1,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.15502609815481705
106586.46110934323,0,0,1,44.90744672580257,Male,Secondary,Salaried,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.22492249312963625
62528.87933486754,1,1,5,45.98010448626525,Male,None,Unemployed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.8911356164788156
108233.53974489083,1,1,1,53.210296912919404,Female,Primary,Salaried,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.6136413444427123
79204.03780110207,1,1,2,45.273735200202026,Male,Secondary,Unemployed,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8415437697215421
32212.196161571515,0,1,7,36.16189420686633,Male,Secondary,Casual Labor,0,0,Jharkhand                 ,71071.0,0.664,0.3696,3985644.0,0.5589           ,0.023,0.8566297489750649
85218.85181634441,1,1,6,38.4930805733224,Female,Secondary,Self Employed,0,0,Tamil Nadu                ,212174.0,0.808,0.2043,14438445.0,0.7326           ,0.0833,0.7109976982836732
58997.98931910988,0,0,4,18.0,Male,Graduate,Salaried,1,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.3570934040810903
49823.210825809714,1,1,3,37.20894571591939,Male,Secondary,Self Employed,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
20000.0,0,1,4,34.956778823919386,Female,Graduate,Casual Labor,1,0,Punjab                    ,149193.0,0.758,0.1378,8860179.0,0.6481           ,0.0512,0.7081402071732128
20000.0,0,1,8,41.60943373450009,Male,Primary,Unemployed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
104277.06145940263,1,1,3,30.47830459366874,Male,None,Salaried,0,0,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.6424172371997882
139246.9628672453,1,1,5,35.5134802647387,Male,Graduate,Casual Labor,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.9034878194322595
20000.0,1,1,7,30.831427007946058,Male,Secondary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.9957948491439398
34205.260612285325,1,1,6,37.59778409528968,Male,None,Self Employed,1,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6248672438608409
86288.53482857732,1,0,8,18.0,Female,Primary,Self Employed,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,1.0
187794.14868005953,1,1,3,23.276971688019668,Female,Secondary,Unemployed,1,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,0.8483100175309055
125350.98122661041,0,1,8,41.870644587790366,Female,Primary,Salaried,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.432654743255356
103341.494549433,0,1,7,31.40329562102604,Male,Primary,Casual Labor,1,0,Andhra Pradesh            ,163746.0,0.67,0.092,13878078.0,0.6228           ,0.0801,0.6806734306243801
114055.05398368297,0,0,2,29.58317987043587,Female,Graduate,Casual Labor,1,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.4401643430966261
20000.0,1,1,3,34.54405326597583,Female,Primary,Self Employed,0,0,Madhya Pradesh            ,103654.0,0.697,0.3165,11342320.0,0.6616           ,0.0654,1.0
40364.19479059612,0,0,2,31.386784559944797,Male,None,Self Employed,0,0,Maharashtra               ,183704.0,0.823,0.1735,13275898.0,0.7966           ,0.0766,0.5382024719570014
166058.7704484307,1,1,5,25.626186345543985,Female,None,Self Employed,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.5392295778650336
37556.7185119772,1,0,6,18.0,Male,None,Casual Labor,0,0,West Bengal               ,106510.0,0.763,0.0986,21463270.0,0.6943           ,0.1239,0.6367701173844944
20000.0,0,1,2,49.89587974044642,Female,Primary,Casual Labor,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,0.8160212613611951
129668.12452727855,0,1,2,41.50562897490696,Male,Graduate,Self Employed,0,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.6047822353996994
293758.86781085085,1,1,2,28.377322778894772,Male,Graduate,Casual Labor,0,0,Himachal Pradesh          ,183333.0,0.828,0.0806,1729252.0,0.7892           ,0.0099,0.28501427056363243
97650.91916201306,1,0,4,18.877407874194954,Male,Graduate,Salaried,0,0,Gujarat                   ,212821.0,0.78,0.1663,4074447.0,0.7918           ,0.0235,0.7363909036258085
37624.73439693281,1,1,4,22.983023025759227,Male,Secondary,Unemployed,1,0,Bihar                     ,43605.0,0.618,0.3374,16567325.0,0.4865           ,0.0956,0.9035832047360498
23878.871165055498,1,1,5,44.67230340666967,Female,Graduate,Salaried,0,0,Uttar Pradesh             ,61374.0,0.677,0.2981,41357608.0,0.6089           ,0.2387,1.0
65434.02558797737,0,1,3,18.61685938344785,Male,Primary,Self Employed,0,1,Odisha                    ,102166.0,0.729,0.0819,7188463.0,0.6902           ,0.0415,0.25700106979279314
53493.86341420804,1,0,8,21.236947635288573,Female,None,Casual Labor,1,0,Rajasthan                 ,115122.0,0.661,0.2105,12221593.0,0.5975           ,0.0705,0.7050213111347768
33906.9600863649,1,0,4,39.96244762581836,Male,Secondary,Unemployed,1,0,Haryana                   ,229065.0,0.758,0.1168,5113615.0,0.6685           ,0.0295,0.8727161713789708
